Order ID,Order Date,Order Priority,Order Quantity,Sales,Ship Mode,Profit,Shipping Cost,Customer Name,Customer State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name
5347,12/09/2015,Medium,7,525.555,Regular Air,-60.665,1.25,Kelly Williams,Virginia,South,Corporate,Technology,Telephones and Communication,Accessory8
5347,12/01/2017,Medium,39,276.029,Regular Air,-108.185,5.03,Kelly Williams,Virginia,South,Corporate,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID
5350,26/06/2015,Low,39,434.73,Regular Air,-12.2,6.12,Carl Weiss,New York,East,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room"
5350,28/03/2017,Low,50,7017.42,Regular Air,595.2,19.99,Carl Weiss,New York,East,Consumer,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size"
5378,04/11/2016,Critical,6,54.28,Express Air,-11.98,5.22,Christine Abelman,Wisconsin,Central,Corporate,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection
5381,23/06/2016,Low,27,63.87,Regular Air,-149.93,7.09,Edward Nazzal,Virginia,South,Home Office,Office Supplies,Paper,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9"""
5381,03/07/2015,Low,47,4888.14,Regular Air,1545.09,5.81,Edward Nazzal,Virginia,South,Home Office,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""
5382,25/08/2016,Low,30,260.12,Regular Air,36.54,4.19,Michelle Tran,Idaho,West,Consumer,Furniture,Office Furnishings,Nu-Dell Float Frame 11 x 14 1/2
5408,11/09/2016,Low,20,88.82,Regular Air,38.35,0.5,Bobby Elias,Georgia,South,Small Business,Office Supplies,Labels,Avery 506
5408,31/08/2015,Low,11,2392.23,Regular Air,1216.74,21.21,Bobby Elias,Georgia,South,Small Business,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
5409,04/09/2016,Low,11,48.91,Regular Air,-7.04,2.97,Don Jones,Mass,East,Corporate,Office Supplies,Paper,Unpadded Memo Slips
5414,19/11/2015,Not Specified,14,284.62,Express Air,-27.08,5.42,Michelle Tran,Idaho,West,Corporate,Office Supplies,Storage & Organization,Acco Perma® 3000 Stacking Storage Drawers
5441,04/03/2017,Not Specified,16,278.92,Regular Air,6.11,4.96,Brendan Sweed,Wisconsin,Central,Consumer,Office Supplies,Storage & Organization,Advantus Rolling Storage Box
5441,30/07/2015,Not Specified,34,226.83,Regular Air,-92.05,6.6,Brendan Sweed,Wisconsin,Central,Consumer,Office Supplies,Paper,Xerox 21
5444,05/08/2015,Critical,2,885.94,Regular Air,-2024.079,24.49,Frank Carlisle,Delaware,East,Small Business,Technology,Copiers and Fax,Canon PC940 Copier
5445,15/06/2016,Low,4,29.42,Express Air,14.43,0.5,Michael Dominguez,Colorado,West,Home Office,Office Supplies,Labels,Avery 52
5445,08/10/2015,Low,9,46.48,Regular Air,-1.82,1.93,Michael Dominguez,Colorado,West,Home Office,Office Supplies,Pens & Art Supplies,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set"
5446,24/07/2016,Low,42,433.68,Regular Air,44.1,4.8,Guy Armstrong,Michigan,Central,Corporate,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9"""
5472,17/10/2015,Low,32,216.08,Regular Air,-84.33,6.65,Karl Brown,California,West,Corporate,Office Supplies,Paper,Xerox 1966
5472,13/01/2016,Low,12,1098.149,Regular Air,-182.974,5.92,Karl Brown,California,West,Corporate,Technology,Telephones and Communication,8890
5472,11/04/2017,Low,27,339.03,Regular Air,-24.44,4.51,Karl Brown,California,West,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black"
5473,11/02/2016,Not Specified,42,355.69,Regular Air,-149.46,8.29,Shahid Hopkins,Arizona,West,Small Business,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
5504,20/10/2015,High,6,49.55,Express Air,-20.33,7.64,Anna Andreadi,Alabama,South,Small Business,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright)
5504,09/12/2016,High,15,606.56,Regular Air,20.232,4.99,Anna Andreadi,Alabama,South,Small Business,Technology,Telephones and Communication,KF 788
5506,01/06/2016,Critical,22,129.62,Regular Air,4.41,3.04,Beth Thompson,Mass,East,Corporate,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
5509,22/04/2017,Low,11,68.46,Regular Air,-22.48,5.3,Ashley Jarboe,Arizona,West,Home Office,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes
5509,01/07/2015,Low,21,885.23,Regular Air,78.98,18.98,Ashley Jarboe,Arizona,West,Home Office,Furniture,Office Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories
5510,24/04/2016,Medium,12,116.38,Regular Air,29.68,2.03,Denise Leinenbach,Maryland,South,Home Office,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4"""
5511,05/06/2016,Critical,46,129.44,Express Air,-5.54,1.3,Art Ferguson,New Jersey,East,Corporate,Office Supplies,Pens & Art Supplies,DIXON Oriole® Pencils
5511,19/04/2017,Critical,32,1829.387,Regular Air,482.445,3.9,Art Ferguson,New Jersey,East,Corporate,Technology,Telephones and Communication,StarTAC Series
5538,26/08/2016,Critical,13,1940.31,Delivery Truck,-742.43,80.2,Julia Dunbar,New Mexico,West,Consumer,Furniture,Tables,BPI Conference Tables
5538,27/11/2015,Critical,43,1281.28,Regular Air,415.854,6.27,Julia Dunbar,New Mexico,West,Consumer,Office Supplies,Binders and Binder Accessories,Binding Machine Supplies
5538,09/10/2016,Critical,4,430.848,Regular Air,-492.767,5.63,Julia Dunbar,New Mexico,West,Consumer,Technology,Telephones and Communication,8290
5543,14/09/2015,Medium,15,703.54,Regular Air,138.46,3.99,Fred Chung,North Carolina,South,Corporate,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector
5543,22/10/2016,Medium,27,67.3,Regular Air,-115.38,5,Fred Chung,North Carolina,South,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",*Staples* Letter Opener
5543,21/01/2016,Medium,6,65.93,Regular Air,11.06,1.79,Fred Chung,North Carolina,South,Corporate,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2"""
5568,02/04/2016,Medium,8,120.22,Regular Air,52.69,5,Randy Ferguson,Florida,South,Home Office,Furniture,Office Furnishings,Nu-Dell Leatherette Frames
5569,08/08/2016,Not Specified,12,118.97,Regular Air,-0.06,6.22,Frank Price,Mass,East,Corporate,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak"
5572,16/01/2016,High,37,288.55,Regular Air,-133.7,5.53,Anna Gayman,Mass,East,Corporate,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box"
5575,24/09/2015,Low,41,254.69,Regular Air,-269.37,10.39,Rick Hansen,Georgia,South,Corporate,Office Supplies,Paper,Xerox 1895
5601,24/03/2016,High,10,120.53,Regular Air,49.26,2.85,Gary Hansen,Utah,West,Consumer,Furniture,Office Furnishings,Aluminum Document Frame
5607,15/02/2017,Not Specified,8,61.8715,Regular Air,-50.325,5.03,Michelle Lonsdale,New Jersey,East,Home Office,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID
5635,07/08/2015,Medium,50,281.58,Regular Air,-161.56,5.92,Nick Radford,Georgia,South,Corporate,Furniture,Office Furnishings,DAX Cubicle Frames - 8x10
5635,20/07/2015,Medium,17,198.78,Regular Air,-28.3475,7.19,Nick Radford,Georgia,South,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements
5636,11/09/2015,Medium,23,138.17,Regular Air,-1.09,2.27,Dennis Kane,North Carolina,South,Small Business,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2"
5639,22/12/2016,Medium,31,501.38,Regular Air,-71.95,8.78,Raymond Fair,California,West,Small Business,Office Supplies,Storage & Organization,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black
5696,17/09/2016,Critical,4,2206.17,Regular Air,251.43,19.99,Theresa Swint,Wisconsin,Central,Consumer,Office Supplies,Binders and Binder Accessories,GBC DocuBind 300 Electric Binding Machine
5696,21/11/2016,Critical,40,621.12,Regular Air,190.5275,2.99,Theresa Swint,Wisconsin,Central,Consumer,Office Supplies,Binders and Binder Accessories,JM Magazine Binder
5696,01/01/2016,Critical,31,175.92,Regular Air,-93.41,3.85,Theresa Swint,Wisconsin,Central,Consumer,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack"
5697,11/09/2016,Critical,31,371.68,Regular Air,-13.32,5.03,Max Jones,Washington,West,Home Office,Office Supplies,Storage & Organization,X-Rack™ File for Hanging Folders
5698,13/08/2015,Medium,15,297.05,Regular Air,-16.89,6.32,Kristina Nunn,Arizona,West,Consumer,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector
5698,06/05/2016,Medium,7,108.26,Regular Air,25.51,1.39,Kristina Nunn,Arizona,West,Consumer,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2"
5699,27/04/2017,Low,41,573.89,Express Air,-121.44,7.69,Sean Miller,Colorado,West,Small Business,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File
5699,15/03/2016,Low,2,9.25,Regular Air,-4.21,0.99,Sean Miller,Colorado,West,Small Business,Office Supplies,Labels,Avery 491
5702,24/07/2015,Not Specified,20,2039.39,Regular Air,199.73,19.99,Grant Thornton,Connecticut,East,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem
5703,18/03/2016,Medium,29,357.96,Regular Air,10.44,6.47,Joni Blumstein,Connecticut,East,Consumer,Office Supplies,Paper,Xerox 1881
5735,15/03/2016,Medium,10,2665.64,Delivery Truck,-107.49,35.67,Art Foster,Illinois,Central,Home Office,Furniture,Tables,Global Adaptabilities™ Conference Tables
5760,04/04/2016,Not Specified,34,5261.73,Delivery Truck,650.3,43.71,Nancy Lomonaco,Utah,West,Home Office,Furniture,Chairs & Chairmats,"Global Airflow Leather Mesh Back Chair, Black"
5764,11/11/2015,Not Specified,23,193.79,Regular Air,-117.162,8.94,Daniel Lacy,Idaho,West,Small Business,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
5765,26/11/2016,Low,23,849.46,Regular Air,9.06,19.99,Jonathan Doherty,Ohio,Central,Corporate,Office Supplies,Paper,Xerox 1880
5767,21/09/2015,High,36,163.54,Express Air,-95.059,5.04,Jessica Myrick,Wisconsin,Central,Small Business,Office Supplies,Binders and Binder Accessories,"ACCOHIDE® 3-Ring Binder, Blue, 1"""
5767,11/02/2016,High,31,2390.54,Regular Air,756.1,5.5,Jessica Myrick,Wisconsin,Central,Small Business,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray"
5799,12/11/2015,Critical,34,9626.86,Delivery Truck,1882.2,42.52,Jack O'Briant,New Jersey,East,Small Business,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator
5828,14/04/2017,Low,21,6005.21,Delivery Truck,-450.7,54.12,Christina DeMoss,New Mexico,West,Home Office,Furniture,Tables,Hon 94000 Series Round Tables
5830,01/05/2017,Medium,49,2012.14,Regular Air,241.74,14.45,Shirley Jackson,California,West,Corporate,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp
5856,06/12/2016,High,42,10307.01,Delivery Truck,3025.59,23.78,Christopher Martinez,Illinois,Central,Small Business,Furniture,Tables,"Bush® Cubix Conference Tables, Fully Assembled"
5858,04/02/2016,Not Specified,48,2531.66,Regular Air,354.74,13.66,Sibella Parks,Connecticut,East,Small Business,Office Supplies,Appliances,Eureka The Boss® Cordless Rechargeable Stick Vac
5858,25/07/2015,Not Specified,29,5382.3105,Regular Air,1419.048,8.99,Sibella Parks,Connecticut,East,Small Business,Technology,Telephones and Communication,Talkabout T8097
5860,18/10/2016,Not Specified,12,56.73,Regular Air,8.33,0.71,Annie Thurman,Idaho,West,Consumer,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers
5863,14/02/2016,Medium,40,933.21,Regular Air,207.18,7.58,Guy Thornton,New Mexico,West,Corporate,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case"
5890,16/09/2016,High,42,813.535,Express Air,435.951,0.99,David Philippe,New York,East,Consumer,Technology,Telephones and Communication,Accessory21
5891,09/12/2015,Medium,2,44.45,Regular Air,-17.457,1.49,Art Foster,Illinois,Central,Home Office,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder
5894,11/04/2016,High,7,384.33,Regular Air,87.6775,1.49,Ann Chong,Mass,East,Corporate,Office Supplies,Binders and Binder Accessories,Avery Arch Ring Binders
5894,27/08/2015,High,3,239.03,Regular Air,-68.22,4.5,Ann Chong,Mass,East,Corporate,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector
5920,10/07/2016,High,4,582.59,Regular Air,-121.75,7.07,Nat Gilpin,Connecticut,East,Consumer,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts"
5921,13/01/2017,Low,27,384.74,Express Air,2.69,5.5,Maurice Satty,Ohio,Central,Corporate,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy"
5925,29/07/2015,Low,25,1733.3625,Regular Air,-267.014,0.99,Joy Bell,Mass,East,Home Office,Technology,Telephones and Communication,Accessory4
5925,16/05/2016,Low,44,3922.42,Regular Air,-354.9,39.61,Joy Bell,Mass,East,Home Office,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"
5954,02/12/2015,Critical,32,18316.3,Delivery Truck,4569.06,14.7,Ken Heidel,South Carolina,South,Corporate,Technology,Office Machines,Epson FX-2180 Wide Format Dot Matrix Printer
5957,30/01/2017,High,15,68.32,Regular Air,-66.72,6.72,Ionia McGrath,Alabama,South,Small Business,Office Supplies,Paper,Xerox 1927
5957,15/03/2017,High,3,536.38,Delivery Truck,-258.8,66.27,Ionia McGrath,Alabama,South,Small Business,Furniture,Bookcases,Bush Mission Pointe Library
5957,09/05/2016,High,23,391.8755,Regular Air,-38.016,4.81,Ionia McGrath,Alabama,South,Small Business,Technology,Telephones and Communication,1726 Digital Answering Machine
5958,11/02/2016,Medium,21,2629.664,Delivery Truck,27.74,60,Giulietta Dortch,Georgia,South,Small Business,Furniture,Tables,Hon Non-Folding Utility Tables
5958,10/01/2017,Medium,3,2036.97,Regular Air,-2397.44,24.49,Giulietta Dortch,Georgia,South,Small Business,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier
5984,28/10/2016,Low,11,96.68,Regular Air,22.25,4.95,Eric Barreto,Maryland,South,Consumer,Furniture,Office Furnishings,Staples Plastic Wall Frames
5984,02/01/2017,Low,37,394.62,Regular Air,-31.39,4.5,Eric Barreto,Maryland,South,Consumer,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip
5984,17/03/2016,Low,42,464.64,Regular Air,14.48,5.16,Eric Barreto,Maryland,South,Consumer,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"
5986,15/02/2016,High,48,5556.18,Regular Air,1638.48,3.99,Filia McAdams,Arizona,West,Small Business,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'"
5986,17/10/2015,High,20,1021.55,Delivery Truck,64.81,14.19,Filia McAdams,Arizona,West,Small Business,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray"
5986,08/03/2016,High,41,205.24,Regular Air,-148.77,4.93,Filia McAdams,Arizona,West,Small Business,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack"
5988,29/03/2017,Not Specified,40,19109.61,Express Air,-379.29,24.49,Sanjit Chand,Michigan,Central,Home Office,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier
5989,03/11/2015,Medium,21,56.77,Regular Air,-3.2,1.34,Ellis Ballard,Florida,South,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set
5989,04/08/2015,Medium,6,155.48,Regular Air,-6.64,5.37,Ellis Ballard,Florida,South,Corporate,Office Supplies,Appliances,3M Office Air Cleaner
5990,04/10/2016,Critical,9,63.91,Regular Air,-27.78,6.35,Eric Murdock,Maryland,South,Home Office,Office Supplies,Paper,Xerox 200
6016,08/04/2016,High,19,208.28,Regular Air,3.63,5.43,Skye Norling,New Jersey,East,Home Office,Office Supplies,Paper,Personal Creations™ Ink Jet Cards and Labels
6018,19/08/2015,Low,39,206.09,Regular Air,36.04,2.03,Toby Grace,Georgia,South,Home Office,Furniture,Office Furnishings,"Master Caster Door Stop, Brown"
6018,01/07/2016,Low,2,124.25,Regular Air,-55.78,13.88,Toby Grace,Georgia,South,Home Office,Office Supplies,Paper,Xerox 1882
6020,24/09/2016,Medium,23,66.09,Regular Air,13.71,0.99,Arianne Irving,Texas,Central,Corporate,Office Supplies,Labels,Avery 514
6050,26/02/2017,Low,47,9574.82,Regular Air,-1860.83,69,Phillip Flathmann,Nebraska,Central,Small Business,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table
6050,28/04/2017,Low,3,261.94,Delivery Truck,-252.62,33.6,Phillip Flathmann,Nebraska,Central,Small Business,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer
6053,26/01/2017,Medium,4,16.08,Regular Air,-3.749,1.49,Maureen Fritzler,Washington,West,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders
6054,23/08/2015,Low,6,27.32,Express Air,-5.87,5.33,Aleksandra Gannaway,Washington,West,Corporate,Furniture,Office Furnishings,Eldon® Wave Desk Accessories
6054,16/10/2015,Low,43,643.31,Express Air,-231.34,10.68,Aleksandra Gannaway,Washington,West,Corporate,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue"
6086,18/02/2017,Critical,48,1734.72,Regular Air,57.89,19.99,Michael Kennedy,Texas,Central,Corporate,Office Supplies,Paper,Xerox 1880
6112,07/05/2017,Medium,10,1597.37,Delivery Truck,-533.69,80.2,Arianne Irving,Texas,Central,Corporate,Furniture,Tables,BPI Conference Tables
6112,02/11/2015,Medium,31,1753.958,Regular Air,382.392,5.92,Arianne Irving,Texas,Central,Corporate,Technology,Telephones and Communication,252
6115,03/01/2016,Medium,25,409.08,Regular Air,78.86,5.03,Matt Collins,Michigan,Central,Consumer,Furniture,Office Furnishings,"Seth Thomas 13 1/2"" Wall Clock"
6116,28/01/2017,Medium,7,150.77,Regular Air,-72.23,4,Barry Weirich,Maryland,South,Corporate,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard
6116,05/11/2015,Medium,6,9620.82,Regular Air,-1759.58,24.49,Barry Weirich,Maryland,South,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",High Speed Automatic Electric Letter Opener
6117,14/04/2016,Critical,7,157.03,Regular Air,13.21,5.08,Annie Thurman,Idaho,West,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"""
6144,21/01/2017,Critical,4,1472.31,Delivery Truck,-248.43,40.19,Ralph Kennedy,Utah,West,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
6144,02/09/2015,Critical,24,67.35,Regular Air,22.63,0.5,Ralph Kennedy,Utah,West,Corporate,Office Supplies,Labels,Avery 492
6148,10/02/2017,Medium,18,389.52,Express Air,116.37,6.68,Mathew Reese,North Carolina,South,Small Business,Furniture,Office Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock"
6148,02/08/2015,Medium,50,510.56,Regular Air,-29.4,5.16,Mathew Reese,North Carolina,South,Small Business,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"
6150,04/02/2017,Critical,38,191.14,Regular Air,82.65,0.8,Mitch Gastineau,New York,East,Small Business,Office Supplies,Paper,Rediform S.O.S. Phone Message Books
6179,02/11/2015,Not Specified,50,477.53,Regular Air,197.76,1.39,Elpida Rittenbach,Illinois,Central,Consumer,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box"
6179,21/10/2016,Not Specified,15,2690.7515,Regular Air,234.612,8.08,Elpida Rittenbach,Illinois,Central,Consumer,Technology,Telephones and Communication,5125
6180,20/03/2016,Medium,44,2443.342,Regular Air,590.319,3.99,Sung Chung,South Carolina,South,Home Office,Technology,Telephones and Communication,StarTAC 7760
6182,15/09/2016,Low,18,130.32,Express Air,-67.28,7.86,Grant Carroll,Mass,East,Corporate,Office Supplies,Paper,Xerox 213
6182,09/06/2016,Low,40,255.48,Regular Air,-116.79,6.65,Grant Carroll,Mass,East,Corporate,Office Supplies,Paper,Xerox 1966
6183,19/10/2016,Medium,41,1991.93,Regular Air,951.5,5.86,Ionia McGrath,Alabama,South,Small Business,Office Supplies,Paper,Xerox 1916
6211,12/06/2016,Critical,28,67.72,Regular Air,-142.669,6.05,Nona Balk,Virginia,South,Corporate,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets
6211,19/08/2015,Critical,3,68.64,Regular Air,-38.93,8.99,Nona Balk,Virginia,South,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener
6241,08/11/2016,Low,29,5433.0895,Regular Air,1365.282,8.99,Henry Goldwyn,Illinois,Central,Small Business,Technology,Telephones and Communication,StarTAC 8000
6241,09/10/2016,Low,24,133.94,Express Air,45,1,Henry Goldwyn,Illinois,Central,Small Business,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack"
6246,24/04/2017,Not Specified,13,52.38,Regular Air,11.72,0.99,Philip Brown,Utah,West,Home Office,Office Supplies,Rubber Bands,Staples Vinyl Coated Paper Clips
6272,22/03/2017,High,8,358.4195,Express Air,-275.055,2.5,Randy Ferguson,Florida,South,Corporate,Technology,Telephones and Communication,Accessory28
6272,07/12/2015,High,33,497.4,Regular Air,37.9,8.99,Randy Ferguson,Florida,South,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt"
6272,30/08/2015,High,48,4965.384,Delivery Truck,-175.46,51.94,Randy Ferguson,Florida,South,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables
6272,11/11/2016,High,31,3232.68,Regular Air,875.45,13.99,Randy Ferguson,Florida,South,Corporate,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
6274,11/10/2015,Not Specified,22,46.36,Express Air,-56.73,4.08,Eugene Moren,Washington,West,Home Office,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke"
6279,29/06/2015,Critical,49,3283.74,Regular Air,723.333,19.99,Katrina Willman,Nebraska,Central,Consumer,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts
6304,23/09/2016,High,30,199.11,Regular Air,-83.33,6.65,Adam Shillingsburg,South Carolina,South,Corporate,Office Supplies,Paper,Xerox 1966
6309,14/11/2016,Medium,10,29.79,Regular Air,3.76,0.99,Art Miller,Illinois,Central,Corporate,Office Supplies,Labels,Avery 474
6310,16/04/2016,Not Specified,27,216.95,Regular Air,-88.82,7.96,Katharine Harms,New York,East,Consumer,Furniture,Office Furnishings,"6"" Cubicle Wall Clock, Black"
6311,05/10/2015,Medium,18,1297.4485,Regular Air,4.212,10.78,Anna Gayman,Mass,East,Corporate,Technology,Telephones and Communication,3395
6336,30/09/2016,High,43,320.26,Express Air,-84.134,6.05,Joseph Holt,South Carolina,South,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1"""
6337,12/01/2016,Not Specified,1,449.42,Delivery Truck,-290.68,85.63,Justin Knight,Michigan,Central,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops
6337,07/10/2015,Not Specified,48,3397.72,Regular Air,-912.08,37.58,Justin Knight,Michigan,Central,Corporate,Furniture,Office Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
6339,11/05/2017,Critical,20,303.69,Regular Air,-50.84,7.69,Jonathan Doherty,Ohio,Central,Corporate,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File
6368,08/03/2017,Not Specified,40,19100.45,Delivery Truck,6839.95,14.7,Anthony O'Donnell,Alabama,South,Corporate,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers
6369,12/02/2017,High,30,14922.16,Delivery Truck,713.33,45.7,Guy Thornton,New Mexico,West,Corporate,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
6373,20/01/2016,Not Specified,1,62.77,Regular Air,-36.84,4.5,Denise Leinenbach,Maryland,South,Home Office,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection
6374,21/04/2016,Critical,29,857.42,Express Air,51.18,3.6,Ricardo Emerson,Arizona,West,Corporate,Technology,Computer Peripherals,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon"
6374,22/05/2016,Critical,1,2.24,Regular Air,-1.97,0.7,Ricardo Emerson,Arizona,West,Corporate,Office Supplies,Rubber Bands,Binder Clips by OIC
6402,21/02/2017,Low,35,373.33,Regular Air,-22.18,4.68,Nathan Mautz,Alabama,South,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors
6403,05/03/2017,Low,41,17874.26,Regular Air,6247.95,19.99,John Lucas,Maryland,South,Small Business,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top
6406,09/09/2015,Critical,43,92.63,Regular Air,-70.8,2.56,Mick Crebagga,Illinois,Central,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation
6432,19/10/2015,Critical,30,311.08,Regular Air,-38.45,4.5,Lena Creighton,Washington,West,Corporate,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip
6433,06/08/2016,Medium,41,159.26,Regular Air,73.89,0.5,Matt Collister,Idaho,West,Home Office,Office Supplies,Labels,Avery 487
6434,10/02/2017,High,13,59.58,Regular Air,14.49,0.88,Rob Haberlin,Michigan,Central,Corporate,Office Supplies,Paper,Wirebound Voice Message Log Book
6438,14/04/2017,Not Specified,7,75.72,Regular Air,20.29,6.02,Anna Haberlin,Utah,West,Corporate,Furniture,Office Furnishings,DAX Solid Wood Frames
6438,26/07/2016,Not Specified,38,225.21,Regular Air,-66.16,5.2,Anna Haberlin,Utah,West,Corporate,Office Supplies,Paper,Xerox 1992
6464,25/05/2016,Medium,1,57.84,Regular Air,-41.77,4.5,Ralph Arnett,Idaho,West,Consumer,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection
6464,24/04/2016,Medium,42,3991.99,Regular Air,-1014.11,56.2,Ralph Arnett,Idaho,West,Consumer,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection
6465,09/12/2016,Low,36,240.14,Express Air,57.78,2,Alan Shonely,Colorado,West,Small Business,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”"
6498,13/05/2016,Medium,38,336.85,Express Air,-40.76,2.83,Julie Prescott,Wisconsin,Central,Home Office,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack"
